mean_ranks,created_at,loss,train_loss,epoch
1226.6500244140625,2022-04-15 09:53:50.837031,,,
1159.300048828125,2022-04-15 09:53:50.878741,,,
710.7000122070312,2022-04-15 09:53:50.920705,,,
1110.3499755859375,2022-04-15 09:53:50.963034,,,
955.3500366210938,2022-04-15 09:53:51.005015,,,
1077.5999755859375,2022-04-15 09:53:51.046497,,,
772.6000366210938,2022-04-15 09:53:51.088096,,,
1105.550048828125,2022-04-15 09:53:51.130529,,,
1184.25,2022-04-15 09:53:51.172024,,,
1264.25,2022-04-15 09:53:51.214015,,,
1258.0999755859375,2022-04-15 09:53:51.256481,,,
1622.25,2022-04-15 09:53:51.298771,,,
1429.300048828125,2022-04-15 09:53:51.340900,,,
908.7000122070312,2022-04-15 09:53:51.384622,,,
1478.75,2022-04-15 09:53:51.435180,,,
1560.25,2022-04-15 09:53:51.477673,,,
980.5499877929688,2022-04-15 09:53:51.519649,,,
1594.5,2022-04-15 09:53:51.561052,,,
784.8500366210938,2022-04-15 09:53:51.602350,,,
1171.0,2022-04-15 09:53:51.644642,,,
1819.7000732421875,2022-04-15 09:53:51.686460,,,
972.7999877929688,2022-04-15 09:53:51.727550,,,
1225.9500732421875,2022-04-15 09:53:51.769652,,,
708.7999877929688,2022-04-15 09:53:51.810520,,,
1119.7000732421875,2022-04-15 09:53:51.851201,,,
1364.1500244140625,2022-04-15 09:53:51.892408,,,
1844.5,2022-04-15 09:53:51.934655,,,
1004.4500122070312,2022-04-15 09:53:51.976130,,,
1764.9000244140625,2022-04-15 09:53:52.017899,,,
706.6500244140625,2022-04-15 09:53:52.059686,,,
1371.9500732421875,2022-04-15 09:53:52.100867,,,
678.5,2022-04-15 09:53:52.143396,,,
1803.75,2022-04-15 09:53:52.184848,,,
1657.25,2022-04-15 09:53:52.226209,,,
1143.5,2022-04-15 09:53:52.268154,,,
2463.550048828125,2022-04-15 09:53:52.309122,,,
1121.9500732421875,2022-04-15 09:53:52.350157,,,
1216.0999755859375,2022-04-15 09:53:52.392485,,,
1239.4500732421875,2022-04-15 09:53:52.437555,,,
877.1500244140625,2022-04-15 09:53:52.481018,,,
1344.5,2022-04-15 09:53:52.523680,,,
1378.050048828125,2022-04-15 09:53:52.565875,,,
1305.800048828125,2022-04-15 09:53:52.607752,,,
978.7000122070312,2022-04-15 09:53:52.650479,,,
1326.3499755859375,2022-04-15 09:53:52.692697,,,
1598.800048828125,2022-04-15 09:53:52.735406,,,
2009.5,2022-04-15 09:53:52.778659,,,
1619.25,2022-04-15 09:53:52.820708,,,
1236.7000732421875,2022-04-15 09:53:52.864843,,,
1178.25,2022-04-15 09:53:52.907545,,,
807.25,2022-04-15 09:53:52.949200,,,
1023.1500244140625,2022-04-15 09:53:52.991276,,,
1290.0,2022-04-15 09:53:53.034224,,,
1114.0999755859375,2022-04-15 09:53:53.076702,,,
812.7999877929688,2022-04-15 09:53:53.119129,,,
1501.4000244140625,2022-04-15 09:53:53.162068,,,
978.9500122070312,2022-04-15 09:53:53.206302,,,
1454.8499755859375,2022-04-15 09:53:53.248435,,,
1187.0,2022-04-15 09:53:53.291335,,,
1910.5999755859375,2022-04-15 09:53:53.333560,,,
1059.75,2022-04-15 09:53:53.377822,,,
750.9000244140625,2022-04-15 09:53:53.419921,,,
1400.9000244140625,2022-04-15 09:53:53.465902,,,
729.8500366210938,2022-04-15 09:53:53.507481,,,
1310.5999755859375,2022-04-15 09:53:53.549523,,,
1310.1500244140625,2022-04-15 09:53:53.591381,,,
1230.550048828125,2022-04-15 09:53:53.633224,,,
675.5,2022-04-15 09:53:53.675632,,,
803.1000366210938,2022-04-15 09:53:53.716835,,,
1668.8499755859375,2022-04-15 09:53:53.758526,,,
1576.800048828125,2022-04-15 09:53:53.801021,,,
1511.0,2022-04-15 09:53:53.842944,,,
